id,days_since_release,days_until_pop,days_from_pop_to_top,days_from_top_until_leave
0Nh3v0rzqd4Aj5Q9Aqv4GH,924,240,0,14
28YydoLTS0DXjUU5mmJo7A,700,17,2,2
4eizL2CPEy9lFUZw7HBKrk,784,103,41,77
18CO6ODntZqzMxOxigBps4,709,28,69,43
3Wf2YGdYT8xVdNsQSoRKk9,680,0,1,20
5eQ9IwVa9EodrmIItRQpaA,680,0,1,6
5tNnnptCfuLXLHnDqrL9ku,679,0,64,121
73F87Sqh6jQWucOOvz1WFx,680,1,6,40
6HJcuxVgYjxcYDnPG0ystc,680,1,0,1
0lCmp1Mws7I9K4a0OAgces,679,0,235,152
1kJ1E0czwQPvUVNXCLaHAB,679,0,5,10
6bcUvUK88KyXHdqHEwefqc,722,44,71,56
4hpcc2wq84pilUgDbIPkDN,679,3,50,205
0b9oOr2ZgvyQu88wzixux9,677,1,9,43
6XgIiUn8aEpfXtqruOf3Ng,686,11,5,91
5oFywvlhKbgRT9WSE4VZkY,826,152,28,1
4hQ6UGyWQIGJmHSo0J88JW,673,0,1,102
3MxbRHE1u74SoMNR9iURIZ,675,2,48,220
0uwaiApk6k7k9POyFjTKeR,673,1,1,316
3gIJtSoFovsYGlVVPpWjRp,672,0,13,44
1YNQscOx6OqBQjxgJVhEeW,672,0,0,48
7boPPE857KEqCIHNwFkDop,673,1,46,44
5cF0dROlMOK5uNZtivgu50,672,0,0,6
2Ab1wPTEqulaCGoBak1gUo,673,1,10,399
0b93tWwuoAC0nXe1CfR30I,673,1,0,4
5Z5nbOXhsSbySVC7WUc6y9,673,1,0,6
1t67WYNfUxfOiwaz7SJ66b,673,1,0,4
2URDbWGmPz3vhagl25p8OC,673,1,0,4
2HbYLDA1SigY1ilC94ieVu,673,1,0,3
0U6Vg6RUmzADUO0Y9fVKft,673,1,0,1
5rqQTEIVK2PTuXU9GI2wT0,673,1,0,1
60T4FDF1tTcFlXkI08FFhL,673,1,0,1
6hkfgHhYXyDVYahUOZhGRd,673,1,0,1
7aiKdAM9WYW3GzWSA9OXIl,673,1,0,0
2TJXks21BnR9sXq3qtsdNJ,673,1,5,15
3PhbzvTllkq1rkULafc6ns,673,1,0,0
65e2GJGrHOdsnMzMKzWdzh,673,1,0,13
1T98vYODVa5R84kbBGzQjl,673,1,4,2
3UxbT06Mz8aTJbHYYIxwkI,672,1,19,255
6Tl1uGXGkbwsgMJM3uY3cu,673,4,2,1
7A4O4g0PiUEcn0LCdblnqK,673,5,1,1
25qfFpoGhk9Njgu5nl36sS,667,0,0,21
2lPvU1pPnrhhpgLG2bvEbj,673,6,0,0
1IJH7QjV5V99eJBtKXqGXE,665,0,86,275
3aW0ds4A4tSQDIp75FqWTo,665,0,3,30
1fyhyOy6iS9E2NckAzjmTo,665,0,69,292
6X9uEsfCfmKYlArji6SASW,665,0,3,237
3HEb6Y5dv8PgD6JgsIQNac,665,0,116,245
2Poy2xcZB1GflKqpxwFMRu,665,0,0,142
514rhnksEwHUh6LxXsQ4Y9,665,0,20,40
2qkNnJvQvhLiZ63X1L3eFz,665,0,219,142
48XfojJC87VKLlUotYV0Gm,665,0,0,2
1trFxVLL8WKhYap543e74l,665,0,0,0
07PHNpknqZFw6N3GzNQWB8,666,1,57,250
645YBsxhFPSOKxGep3uHLv,665,0,0,0
6XlSyYFTU1nodeWwwzVgTV,665,0,0,27
3r9yRbPvDIt33pDZ0w3m6W,665,0,3,218
202ZvROo781eRsyW3Pl9UN,665,0,3,218
3Cq4m5Pxoq03ojlrrhD188,665,0,6,164
4yrAsYnGZ0d6cI9nFUIKsQ,665,0,6,162
4uUoH2xKewbukFqGRGfKXs,665,0,3,237
2p8yzBihO2pDFXGPHS3Okh,665,0,61,298
2PJfsqmg6jMBdMtRWwUZ1B,665,0,3,218
6kPJZM97LwdG9QIsT7khp6,666,1,39,99
59tJVlaTd7lIpnzJcw1ToX,665,0,3,153
5AfCNlkpIbdnd03xKLJndb,665,0,3,63
38td8VabuKlQt72Q2VnhbO,665,0,0,0
01dmH2IPkrLNWIMPNXlreE,665,0,0,0
22ryCgQttpV7oCrn7llGRu,665,0,0,0
4lRwa7PKcGIuJMwtPIYKdy,665,0,0,0
1n36knZX4bQ6FvcNEISVe9,665,2,13,218
2PADJK4rhdklqFLQFa5oMX,749,89,25,630
7B826fTyDa3DkjnKpOgXFo,707,47,63,206
3ltYJpvukgAb9hLpCLoDOm,660,0,0,0
0u2P5u6lvoDfwTYjAADbn4,694,35,13,645
3iVgWdqre5cpMhXMpzw8qi,665,6,24,49
0trB3R0YBk3vGrGm5YSUTv,658,0,4,121
1aYI1bfSzo2M1LjFwZrXLY,658,0,0,0
0Dq49j3dELbttQVUJbtn0c,658,0,0,39
21YnmkSDhUkmkkni22Svc4,658,0,0,55
5SwEgzUFDHwpWHKrbnP32Z,658,0,0,17
51wrmElSLxFzc0vSQPeTxs,658,0,0,4
5I8oEqbk2ZBmQfXCrZbUFb,658,0,0,3
6WBTeFDEfAJbaSUUc1V1xQ,658,0,0,4
5QskYLFPX9y7pLU0VEMNbr,658,0,0,3
1mmAqhLcvPrknbslMiDlyU,658,0,0,1
1KXFoiT2n4QXRsFvhWNI4I,658,0,0,1
74RrMiuSOzAHZEqLlC0BHz,658,0,0,20
7hlhojpax9zg2FNdBLY5ox,658,0,0,0
0rrfXLr1p1yxsUy7LrKoYT,658,0,0,0
17FyWGvqby379Q92sn23jW,658,0,0,0
0UTHr20nqVFMoji8xYE9yl,658,0,0,0
03vyB3AHCuEGfhh7wPc7Yf,658,0,0,0
7FnHUsFRTMg8VYteFKj3xL,658,0,0,11
3Nkqp3NSGWMXVVO08zGpN7,658,0,0,3
4DnHUy01jEA4b5ydC3HgsT,658,0,20,5
5LTGmestwpHZ1BfCmpFQJx,660,2,0,0
74WRvctrWHL2kMeTc20VLI,658,1,32,18
3QXpfdWM9Od5xujjwHaJOu,684,28,6,15
7COfe3P7KgfwDwIRB8LIDw,658,2,0,0
3bH4HzoZZFq8UpZmI2AMgV,673,20,8,19
2UmKWMYAqRlAYfDum7qryt,749,97,17,198
6FRLCMO5TUHTexlWo8ym1W,653,2,5,8
6bdgrc47M89fQgpFfyO5Og,655,4,3,2
2wH392WXxHk9trC70m0wOV,651,0,0,0
54oMZ3blwWwuPN4wEoG5mk,657,6,0,0
0KkZFQSvZrTL1zU3cX8Z7e,952,301,38,176
4WPffR1KQjQkUt9sU2BJpF,651,2,2,23
3qnoOm4fwZPBS116f5hpgF,651,3,0,9
3fLqmaO4vvZpFZSZy52VMp,749,101,79,569
4oH03lpFiysmcWex1AyddD,695,47,280,176
6Bg7MznA9X0dIhlAsLyBYj,651,3,0,0
78Q2gghkt8iLJ7J0Uc4QYb,646,0,68,141
7vuuF2GPogLbevT3WU1WCy,652,6,1,4
55S2PQgSMYAhgoTCcGCDfw,701,55,0,8
51lvNDivO4iw1u9Fa6QYdQ,672,26,12,3
5nqehpNGoRAz4wUFK3wT9k,648,3,40,168
7DrluKkTviBwCc8AV3VGmf,644,0,0,138
5U28PY9MekLyCBYtLHGQpe,644,0,80,564
2v3nYfuNQn56s35mjJPbhU,644,0,0,3
2ozsutWRgcaZKJsQ6DvFFv,644,0,94,6
2sF6kz4fa9eC9rBqjawh6w,644,0,1,2
5tpvDlSeYtwsGAyGsZ35wC,644,0,1,8
74sGvjjy6TBmdIVsvTZ2CG,644,0,1,2
2xl2TBSYbuUm46UXwPKK1g,644,1,0,0
6T8cJz5lAqGer9GUHGyelE,783,140,2,17
16dJ8sdAuujepLYTiOSHMx,644,1,0,0
2IOdtfgIb3joLpHvjd3NDP,644,1,0,0
78CyWZqXixhBOeIwKHzStE,644,1,0,0
3gvqZpohrsWFwGH1IoFK5b,658,15,31,155
1gty0DjfwOucPR6DYxRuKM,644,1,0,0
1Rm71rj3i1tgpm0xuktnOf,728,85,1,0
5N01PIDYxihL0tB4c73HLN,643,1,1,30
3LlXUrhTGnRLnuoE2zuMRC,665,24,13,4
27Es7REkNYsWCMBoIbmwCW,2460,1820,0,0
3uhBIQ7tv8j1FME8cFGEfG,NA,NA,0,0
3Fc4c84vyCGp06MLwwmQyK,686,46,0,1
1NbGcdgwRHZ5rbPIT9hdR3,639,0,1,1
1ZEm9cJC05rawV2tptNfTS,638,0,0,40
7fa9MBXhVfQ8P8Df9OEbD8,637,0,122,506
7b8YOVV5quZcSKEijDgyWB,637,0,0,17
0kHyKhJMukHEPfeh8s7rdM,637,0,3,77
2iUXsYOEPhVqEBwsqP70rE,637,0,39,91
4kWO6O1BUXcZmaxitpVUwp,665,28,7,76
2naEVOadudtXHwtZNfjMDM,637,0,0,0
3nc420PXjTdBV5TN0gCFkS,637,0,27,33
3cFWrR4fqK8mmmoJSxLkts,637,0,0,0
7gBVJf7qn3rTkQxlQ1nNeS,637,0,7,11
29zBeRiLVnkDEj7tvmLVOU,637,0,0,0
2odzriVVZBwYOiYJEj30tm,637,1,80,458
2Cd9iWfcOpGDHLz6tVA3G4,3598,2963,0,0
7AD7hNwGOOSRe33QtnyprD,2559,1924,0,0
7aSIwthoETjkGFmtjgekwC,672,37,63,7
7AFASza1mXqntmGtbxXprO,728,94,1,44
3YSGNyECNTgQCItSR7i2oP,635,1,0,0
0E6PsO3ymCfUh7pJQjBgkj,636,3,27,21
0JP9xo3adEtGSdUEISiszL,728,95,0,112
4UKCKdYiLN6IMA5ZESUTL7,728,95,0,2
6eYxmK9fdL4hwLnXG2zY3s,1032,399,0,2
01TnVDiet1DFTsyWKUKovl,728,95,0,0
5TXDeTFVRVY7Cvt0Dw4vWW,931,298,0,0
2ZRo7axmMPeSVUvDbGkJah,728,95,0,0
0X8DcetL926BYiPJYstJTc,660,27,9,14
7xCe2DkTYlkfwhhGAU6FbO,658,26,24,75
5iZ4hcpCgFVijq5OOjBTKZ,632,0,0,8
0STK94RxUulYqWzwFlyAb5,631,0,1,41
2Jr0Cckx2FKNsigWwe44CF,651,20,1,2
37LmF3FHmdMQErxJJUQaSd,631,1,32,147
3RyyUWNovCdqfHwyDaSPvO,631,2,10,56
7tIqWMyJlgHnB4EwPAzgrC,651,22,21,11
0GxQ1A5L9xnMOytbP6eKBG,637,10,112,16
5IaHrVsrferBYDm0bDyABy,667,41,28,37
4kiauw5SBqEsu5GuGD09aM,630,5,47,203
0w28ACtoxWCBVTlsHMVVfK,1148,524,3,0
5fzGdLTzJDgOYeniy7U2fk,623,0,105,48
4cnNrOojGyU6J3OXqVTPIg,645,22,76,204
2VWbHHhWnMzKWPUs4IEEW9,623,0,0,20
71SEHJPt1iDwGkBhUOAXDP,623,0,0,6
2Vx8E3K5icPZR7OCklWBXX,623,0,0,20
36ONiya0OANYknz0GgJmwB,623,0,1,19
5fcM0StdQxMjzulVGhFkHN,623,0,0,6
4uloft7ZE54WflsuqFmjC7,623,0,0,5
1iSZPndzmY6NvL1jAtIvY1,623,0,0,6
1v1IXPXl73Z7zy6f5tUa9n,623,0,0,6
0bAkKNCQfWkexHFn7fIKns,623,0,18,2
3Yw09dj3cTXsAzlLjgBfIP,623,0,0,5
0HVv5bEOiI9a0QfgcASXpX,623,0,0,17
7txPE73wHbuXYkM1h8zNrG,623,0,0,3
7cfvP13Bqb1EyCZQiYsLum,623,0,0,1
1sPLURKAosM3Jampgp9AWq,623,0,0,1
2QoOyCFpDo4NblMLP7vBRT,623,0,0,0
6Ju28M6P8Y8sLjBgWjyUUD,623,0,0,0
2RAeY8dPj6KmStROfEigjV,623,0,0,0
5Ya626jMP5K1S1wmsVQjv8,623,0,0,0
4O5urCzIxZi7Fk27m6TN8G,624,1,0,0
2yoaXLItTfWNpdFFpdF3Ti,623,0,0,0
0w1ZtnzQmtmuuoKxHT0pLL,623,0,0,0
2paiJvhtP3ZZLMxbBtmBA3,1029,407,1,0
09UnN5g43PtkrXJr3MuDuS,644,22,1,11
0PaAB17axL9hn88mHiw8g0,637,16,139,274
5zRAAPn6tn5rn0ssNM7b18,630,10,9,38
5rq31V6YJVklhB7HxXn9I8,896,277,18,227
6uf6MiMitjd5RMgU8aamcH,987,368,5,49
3dyN3yQuMi2UWKRfRY0ISt,1057,438,2,3
7BrsBU0BAytRDvROM4yCbn,994,375,22,0
2EVaHMfXlWw4ANf6Mb8c5P,924,305,19,163
3laDGpbCmdrGOhjrcYIBYB,1232,613,19,21
2vRBYKWOyHtFMtiK60qRz7,1303,684,36,575
2CWnuF7ht55Ajyeg4WPvWu,637,18,0,9
7JJmb5XwzOO8jgpou264Ml,1058,439,0,51
74i0ocFuhVOLp3f5kNKjeT,987,368,5,177
6wnCBT8ip4i9HRhM3HVk6d,959,340,0,8
5VKSZDsidOFHrtlJb33Syo,994,375,7,15
1Zp7mNLp3Q3jeOA0TEl4PI,1043,424,0,17
4MyN4jApg11JTCSzCa2YVO,1029,410,0,1
2KxHe4qxNgeFcKpE2r2aBt,847,228,5,177
3eWHUE5D5R19q7BvOX7NSJ,728,110,39,315
20B8QudwR3rtOnZo6hswab,637,19,2,14
0aZfIiaO3b2HTNxZ3sv1cg,618,1,113,147
3u1S1OmAUhx5DRlLrXqyp3,658,41,19,37
4fMjqKYYsvtT6Fvca8lGFl,624,8,177,434
7sP1vX19yRk9To0a7aJDzn,616,0,0,5
3CnRlykFGmTQWYH6RyKLz2,637,21,44,7
1zfYPcxNEOlzKjeR3e5CaX,728,113,21,1
2hl6q70unbviGo3g1R7uFx,847,232,0,0
6JjPBQfI2Y8nIjnm65X6Pw,623,10,15,23
6cQnrSlTxhHCCiUpKrs7g3,611,0,2,11
6ZIuit0z4eQg77F1RGkp0L,611,0,0,2
4j3GWI86JvSaF0BLdmgcfF,611,1,4,3
4dEztr8y24Pm5H8nzP4wQv,623,13,0,14
2cbMXc0P5s271VwZOUk1Gb,609,0,5,389
08mG3Y1vljYA6bvDt4Wqkj,14476,13867,0,0
7gkWXbAxIYuvtOpcN3p9GJ,609,0,3,31
76L8k0PT5lGDkjqs0t7tYV,609,0,44,154
0s3nnoMeVWz3989MkNQiRf,660,51,4,9
18KpzkzNNX4myaqT0ROcVY,609,0,3,71
4TlOLjhHZjoVGF0qbQc996,635,27,11,7
2aRdz1goHRuJ2FkDw3vpVX,836,230,64,280
7rTkKmS5LbQ0vwv7jgEGbY,665,60,13,5
1qCLx3nX25NuhfPjM5E1qV,644,39,195,410
43V1z6QToNNWNldV4FEG6r,868,263,0,7
6SFStUDQZNaGPKWOx9ZiJB,686,83,0,14
4R5xvs5X0phd0EYWyGigju,603,1,0,259
2G7V7zsVDxg1yRsu7Ew9RJ,623,21,10,191
574kOxVgCcy70oq623rvPE,602,0,104,113
37erXXnh4mlWE7mdO6EYOp,749,147,38,391
0rOYqGZFzJzVGcZyXrN3fO,749,147,19,319
6DCZcSspjsKoFjzjrWoCdn,623,21,4,431
4zIO3ilp5HvTeK3HJHxhMP,605,3,6,105
6G8kHiVZ1jW7vHMPVRNZU0,623,21,3,10
1yzBGun3xDY7WpHOIP9nNp,1043,442,20,179
0d2iYfpKoM0QCKvcLCkBao,610,11,17,68
7ppLcVgxpoWAhAa2c0CN3b,601,2,32,130
54l9GJGQ1UCFKe2tzt1Vxt,630,31,1,6
0TlLq3lA83rQOYtrqBqSct,623,24,1,0
2E124GmJRnBJuXbTb4cPUB,600,2,8,54
2dmGj5Nf01FcR6N4HPzAbL,637,40,79,345
4xc6RrWzEOdprPqYn9Cyen,679,82,40,340
0pqnGHJpmpxLKifKRmU6WP,994,398,438,158
1zB4vmk8tFRmM9UULNzbLB,994,398,438,31
0wsflw6A3Qrbrl3YbWK8tx,595,0,17,53
5WvAo7DNuPRmk4APhdPzi8,595,0,3,67
2XrQcyrxoJ0oXd4w58Y6H2,599,4,4,67
2lYTJK94hb0fd1LQtb6Dhk,596,1,20,15
2OUffBn30YvuPbZ0SmBgNs,595,0,24,20
4RREQkD5lRqgDvhsQ643i7,595,0,29,148
6TrzkWV6BhEFTm3wYH92vj,598,3,5,1
78ApH7dJHIZhiGJY0PdmKz,595,2,8,10
0E9ZjEAyAwOXZ7wJC0PD33,644,53,49,343
7krbSH3rd8lhIZvuzTV3Bl,840,250,96,30
3bR8wBqLky6b61ROJlaBEF,588,0,0,489
3idU6lZVKD6hvGjnpSHde8,588,0,0,371
7wBJfHzpfI3032CSD7CE2m,588,0,0,12
5ReZ4aO1vRnzhxINvPiGJD,588,0,23,102
2xLMifQCjDGFmkHkpNLD9h,588,0,3,420
4VUwkH455At9kENOfzTqmF,589,1,10,38
0CLOJU0EhFXQWOmJkR8gFy,588,0,0,117
5KV6ycJQtuU1ZZRUUqmV7Y,588,0,0,115
6AFA2QKlJfTdfKJqnBI3aB,588,0,0,6
5X8n5YZVPnFgfZpZ8ZzqBa,588,0,0,6
2jV5XDF1xZRT6US9jiME2i,588,0,0,117
6hLuKNWJtf2k7Zi0PlNKH0,588,0,0,6
5IAx5ePf9QztrT7MqdCyDT,588,0,0,82
4oNWSOGTQxNxhapHgpgFfP,588,0,0,80
1aRU4PdjSYMCo8crP6W04g,588,0,34,76
1Cep0QO4WaDzPou6P8ogOH,588,0,0,3
4Tbzfb4LmjxctKOTPfgWGV,588,0,23,189
7KZ5MMVgBVox9ycroB2UrI,588,0,0,0
0b369xoVhUFJOH56pYq4KB,593,6,4,35
0wHLjfLyc26xILjHVMGIHN,1303,718,77,37
6vsV4D8BM6PioRr1UOx0n2,604,19,1,2
5a8RPWgKSmcGBGcffmIrUi,582,1,4,64
5AQNVgt7BKHKRhrNFFgSPF,581,0,20,70
1xyVMQx51Kab6eLVtE6twx,644,63,323,258
63uTe7af9tDJoZbChSmBM6,637,56,0,1
5M78WUOq5AjcDfLoj9yi6a,581,0,34,156
3JjBLbcN5e7wKuKAPeO8zw,581,0,1,43
38TgLPNHsPzgqri5G4SPun,581,0,1,0
4iGwWeV7XVIWO9Yy5QExOr,581,1,71,273
7vj7k6q6yFYYJPIfwe8Bnf,581,1,8,1
44a8Iiss69nVepEPdjuRck,595,15,14,134
3cvKOM4MNrGaXmeTw3XdNN,581,1,2,23
0vT797IpZpF5o1XLCnWCUL,728,149,51,456
6WkJ2OK163XXS2oARUC9JM,1953,1375,87,293
1zYEfA0th1U7AFtiq0JWRb,630,52,0,0
4f5q7OZD7Z93a7XdX0SuDc,577,0,0,2
7K7MUBCnzgBAvMVW2RTWNs,868,291,13,10
1EQ8sBQ7Abv9DvNBzhXAcv,4089,3513,230,346
0sMgOV0KurBXvZ4G5AJj4X,576,0,0,50
39W953OaTIFMNGDkH4SY4u,1310,734,7,0
3NfxSdJnVdon1axzloJgba,18900,18325,0,0
7s25THrKz86DM225dOYwnr,19362,18787,1,0
04ZTP5KsCypmtCmQg5tH9R,630,55,0,0
5OCJzvD7sykQEKHH7qAC3C,574,0,4,121
4OafepJy2teCjYJbvFE60J,574,0,0,109
2JVbZEpewmqNlSzmXJTx2E,574,0,38,375
2qT1uLXPVPzGgFOx4jtEuo,574,0,0,187
5N5k9nd479b1xpDZ4usjrg,574,0,6,237
7kRhodBTcAQXGoZdTEw8fZ,574,0,165,28
2703CNb2od5iv56bRo2Y3h,574,0,0,0
2dpaYNEQHiRxtZbfNsse99,574,0,47,527
1XVN2BVHfKUUcMH0jxSRZ5,574,0,11,198
70khXICDeTTxgYtw3EysKH,574,0,0,5
0v2LUO8oTHnkjQ8MmKuXyk,574,0,0,1
4mLkiFppf8Xvem6BSY34qw,574,0,0,1
1xWH8zYtDeS9mW1JJG23VZ,574,0,0,1
0WdR2AyLW1Drd3OUdwezM0,574,0,0,5
5YeHLHDdQ4nKHk81XFWhCU,574,0,0,0
0sdbFOyfgAhAhWq8DpzkaW,574,0,0,1
14kYOiFVPb7E7NfFbqhdln,574,0,0,1
0XOnMqLQDO89iAg7dWWwnG,574,0,0,0
3NbTQ8ZbHU6MSEVUFAVCJ9,574,0,0,0
4b7mLZQWsy0rLnrMtPA9fQ,574,0,0,0
0S86atec73KKaexn67JsDy,574,0,0,10
7u6DMPznGbpziuEgCE0JGQ,574,0,0,0
2OKEIwfQhf2a6lJuR3aMXJ,574,0,0,0
55GFbaI6W1laRMFdLdRw8Z,574,0,0,0
0x6VtkygihOEhwoPQppHYU,574,0,0,0
5vnpANH92iEajvGwE2oQ6r,575,1,0,0
0IQhbmEHBKRkITY5ygyLWB,590,17,43,119
4IlDjZbhFO0ZjLf5HHR5m7,609,37,3,2
2CQIkcjLc8Q2grtoctPz72,820,249,7,0
0kCqaybZgYcLYxzZymmBoc,571,1,110,154
33zcmmElV1YbRZe57biUjg,574,4,2,0
2H1liABu20HXBOmbt5SQz1,567,0,17,164
03iCbZaM4OkRR4We6wIzvx,567,0,0,3
2AIWoHr9DF6y4KALCBKWQS,567,0,0,4
1tKSESuh7Rdpwe3bqxiWOH,644,77,11,43
4eVkn18rN4GguUWOsR6Use,567,0,0,0
3p6hnejEQYXkiTO1lAzVc0,567,0,0,0
5Xn4IyTtW6FUGIUyWjbUHG,567,0,0,42
3kXOMpUjIGkRHyZiAp7eMS,567,0,0,0
63MtMwfhxUvM2cyUNb5Iux,567,0,0,0
0usLRFLmYXYahKNgXxsuJc,567,0,0,0
0EQMrxdeiBhry9JCxskko3,567,0,0,0
0PJBQEOLyA0Q7xnTzUFcji,567,1,36,39
2E8Shaw5menB7ImgCQA4th,924,358,122,0
0iJkUGVnog3bSJVbicIEZe,570,6,21,51
3EPXxR3ImUwfayaurPi3cm,623,59,0,17
5kuUOpHZlZjL8b7HXkxRsm,659,95,238,317
4XAG36kbBEarr5pHv44wDn,812,248,16,89
23DMhYv6WjRmIRck1Uwjev,784,222,26,192
7uo8jZ0poUYDYtyxjlzWBQ,567,5,0,0
5TUYLsiIi3tuvR2fCJjZUy,640,79,30,215
7LPR6AdkOQR9WpEixCGNCk,588,27,92,275
3UVYFTNeQtbQKvutPs5TfM,560,0,0,5
1xd17oTRJ5sFIHySHLnad9,576,16,24,15
6VcaTmR9UhOuZD7aNNilOV,570,10,56,149
3buGB7k4NFkMEz4RA8BMYn,560,0,23,127
7rLegaz7zKB6EtDNzcslKE,564,4,40,369
60SdxE8apGAxMiRrpbmLY0,560,0,4,23
4b08wlmxdHRHS1jLS4wcmd,560,0,116,121
2jt2WxXMCD4zjACthkJQVE,560,0,3,3
0vWNGOcd15MecWZIw0jKcE,564,4,0,0
4X1VKGGXdMe2ThKtOhI0Fo,560,1,0,0
3NkNyp3fNXylzCd4CYyG2K,597,39,14,21
28FGV3ORH14MYORd7s5dlU,560,3,0,0
2XTquzYQAdT1Hk78bOUwsv,560,3,0,1
7xS7J7H1HUOQWjWL2dVEeT,562,5,7,3
2gsNpSn7VvvJuSrIDfRoYy,560,3,0,0
6jreFSOTUAViWjKyzOC4Kg,560,4,9,15
049Gol3HThYrMKwaA063O8,553,0,3,19
4CdMz076UN8RyeWGQCdqFZ,553,0,4,163
5N4erncE7kuUccm7zEmwzk,554,1,4,49
3q74k4YGz5687QPwCZLQgt,554,1,16,21
4S8d14HvHb70ImctNgVzQQ,553,2,9,37
7Dp0unlUzhQtk60rVq5mMC,765,215,7,322
7r4GcILxwSpjADa4KFbob3,771,221,1,6
51HrDv54pSe1IqynORNXBd,549,0,6,257
05KtnDxY4V7aMeHxwumTkY,567,18,11,106
4UAW2gObi5o6sJla0qZpPn,548,1,1,6
6N46P4y6dlnrtAWWCaHu7O,560,13,3,1
2PMLdLt5QeOuOgxfAvx1in,546,0,51,238
4y17a6dAJ8P1jeZpd2LCrC,546,0,3,157
2X8sssaxS5GReg6945B6RW,548,2,62,416
7KdcbYcVF8LkQeQcTYOixJ,546,0,227,224
0YammaEkYSeo9vQYZ1OwS6,546,0,0,48
4DXjfzDxkhD5eYGk03LoA6,546,0,4,35
0Qy4LAxs3AODon6SV12TYt,560,14,2,0
3YtGzibs86TyYJ2XNutpG8,546,0,0,13
2zy9TMoZlYGuCNY4TLqG24,546,0,0,6
4LDOAbqOhaAcY5ccwfIlJL,546,0,0,0
66BjcDhhwWCcQIBxHMpKXh,546,0,3,16
2rKF1APjqEGwIU9useJ1dt,546,0,0,0
2k1m7RUPPu6jpruSuLboLr,546,0,0,0
0QIjsbm2fh1cJ45XO9eGqq,546,0,6,0
4F1zT92M10iYBfLOrUhFIL,546,1,12,7
4T3fNx3CgwDRRYgmFCbD4J,546,3,11,19
43wzy7JxMEfvCh8ZFeZKYk,567,25,0,7
1N7YeVU0ZwAFbOhwM61ef6,541,0,1,13
0Dn40gxVCMo5TkgS8Ik18Q,541,1,12,37
5EKHbW7mXcAR4hCyS3YXjb,540,1,32,507
1NocSraHhZfASkuG2WdE5r,589,50,12,50
1vJhizGd0qtv4qXKzAm6Zr,539,0,0,370
2YJAIDwnezLX52s3ZBPyC7,539,0,11,2
15kQGEy89K8deJcZVFEn0N,542,3,4,22
3Hb9kUdm4yf839Fle4RIdT,599,63,66,398
6xtcFXSo8H9BZN637BMVKS,539,4,0,23
3MQMBm2m3UqpT23doEOZc2,700,165,1,6
0PgsB53yhlKs8D19LgYU4i,10215,9681,168,168
5lK18Pt33xNudq4qYDxIm8,533,0,1,6
4w8niZpiMy6qz1mntFA5uM,532,0,0,243
2bbfiUnH4CATlekDS1dxNr,532,0,5,49
3VXnDxWmTQTxTVW0eCEZX7,532,0,6,0
7rvW49PvaFKGyfeoxay9Go,546,14,22,135
575NJxNUVDqwJGdzBrlLbv,533,1,0,0
1HgCJymAVcOMKUIkBYLOUF,532,0,2,101
2LuBeUkF4zqm09IsDW939w,532,0,1,0
6DbilmNwNgwk7M5ZUD2gyV,771,239,9,0
4lEw9Id7kLDSJ6KRdaenM9,540,9,286,245
5OPyKMyTBMOyRCmSFazMGb,532,1,14,15
4r0K5FOCCyuAEb6BsR2ziw,558,27,29,77
0H8CBal2Dcu5Yc001VotZN,686,156,79,451
6TLHo63Z3wqHkW6adVeEwZ,541,12,35,178
69Sy7207dnixZ6w7RSV9Kb,532,3,0,1
3xgDQRexKiyS4Eq3oAvLaD,526,1,0,154
220QqE38Qrmyrtyd5xqB8i,526,1,0,184
5XZur2QUZ1yY1OclXoKFUt,526,1,0,13
6pgoGpBkKUvXrrU95j0khl,525,0,24,468
4btS3p4qAWhM3fKfZPCQRV,525,0,11,208
2VxeLyX666F8uXCJ0dZF8B,525,0,143,382
2TwXFIHtvm9Pk9w6Byf2Pe,525,0,26,55
5p7ujcrUXASCNwRaWNHR1C,526,1,158,169
3IFUyTPMOkdjRRPVhiJyHw,525,0,3,3
7uTv9wHkOPh5P9HFmkOE28,526,1,0,123
7fP2cpq8jUlXz3h2QfEpgs,526,1,0,158
2TIVDrIGj1CrwDabUXqqNR,526,1,0,13
1hyZhrsBVJZ3uTgbGGQwCn,526,1,0,10
7zvGNZu33bC4jZEkXHdDZ6,526,1,0,11
5HRzqOUfdVsHxDEBQImCT3,526,1,0,10
3s33n54zuQthXrRCpfzUgk,526,1,0,6
4fPT1t2uhxDepW6OFMqvpD,707,182,8,155
1l1e5g3jAQq1MehZ6htmWb,525,0,12,1
01vv2AjxgP4uUyb8waYO5Y,525,0,0,0
0KRO9htUNCfnXFeEVWG5Mz,525,0,4,7
6nvyQL1FP00DAlPD3qh4Kl,525,0,0,6
5HeKOKc4phmLn8e4I7EkzD,525,0,0,0
23OXdR7YuUBVWh5hSnYJau,525,0,185,0
2itADAsRl3duen2Rsr2ZbT,525,0,3,1
3ahzlIaskYtUDmtCrhvPO8,525,1,4,1
4gMgiXfqyzZLMhsksGmbQV,14714,14194,0,1
2QkXuBmYljpYwgcyqbA1C2,520,0,7,252
0bQWrpOuFcxQlBMiZkfkB2,518,0,7,125
116H0KvKr2Zl4RPuVBruDO,519,1,11,147
1ELXy0IfF2iKYwnsUqbYIQ,522,4,74,159
6rrTr2HEAzlpC4KWZxF3S1,518,0,18,16
